month,state,permit,handgun,long_gun,other,multiple,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,totals
2016-12,Mississippi,1771.0,13168.0,17231.0,366.0,529.0,12.0,12.100000000000023,0.0,7.312553498102598,1467.6000000000001,4.0,0.0,0.0,36091.0
2016-12,Nevada,2216.0,6783.0,4696.0,313.0,411.0,0.0,0.0,0.0,5.762051382780177,151.0,0.0,0.0,0.0,14889.0
2016-12,New Jersey,0.0,5394.0,4979.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10577.0
2016-12,New Mexico,1079.0,7484.0,7149.0,467.0,331.0,2.0,2.0,0.0,6.137727054086234,503.0,1.0,3.6109179126442243,0.0,17518.0
2016-12,North Dakota,1189.0,1799.0,2927.0,108.0,81.0,0.0,1.0,0.0,3.9318256327243257,102.0,3.0,0.0,0.0,6261.0
2016-12,Puerto Rico,0.0,1334.0,256.0,37.0,28.0,0.0,0.0,0.0,1.6094379124341003,3.0,1.0,0.0,0.0,1664.0
2016-12,South Dakota,1238.0,3525.0,5131.0,299.0,220.0,0.0,0.0,0.0,4.941642422609304,186.0,0.0,0.0,0.0,10739.0
2016-12,Texas,24494.0,28476.000000000004,17932.8,1508.4000000000003,973.4000000000001,12.0,12.100000000000023,1.0,7.417039715729299,1467.6000000000001,10.0,3.9889840465642745,0.6931471805599453,88253.00000000001
2016-12,Vermont,0.0,1802.0,1998.0,99.0,74.0,0.0,0.0,0.0,1.0986122886681098,1.0,0.0,0.0,0.0,3977.0
2016-12,Virgin Islands,47.0,125.20000000000005,205.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.8000000000002
2016-12,Virginia,1145.0,28476.000000000004,17932.8,1308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.0,62649.0
2016-12,Wisconsin,24129.0,16521.0,15036.0,818.0,37.0,0.0,0.0,1.0,4.859812404361672,214.0,2.0,3.1354942159291497,2.70805020110221,56928.0
2016-11,Alaska,254.0,3396.0,4019.0,316.0,249.0,1.0,3.0,0.0,4.836281906951478,125.0,1.0,2.9444389791664403,1.6094379124341003,8514.0
2016-11,California,26413.7,28476.000000000004,17932.8,1508.4000000000003,0.0,0.0,0.0,0.0,6.253828811575473,609.0,10.0,0.0,0.0,88253.00000000001
2016-11,Colorado,7129.0,24052.0,17932.8,1508.4000000000003,973.4000000000001,0.0,0.0,0.0,0.0,0.0,0.0,4.891100725401066,3.367295829986474,54418.0
2016-11,Connecticut,6766.0,7063.0,3258.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17223.0
2016-11,Delaware,261.0,2490.0,2751.0,124.0,106.0,1.0,2.0,0.0,3.258096538021482,23.0,7.0,0.0,0.0,5791.0
2016-11,District of Columbia,1.0,125.20000000000005,205.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.8000000000002
2016-11,Florida,25377.0,28476.000000000004,17932.8,1508.4000000000003,973.4000000000001,11.0,5.0,0.0,7.417039715729299,1428.0,7.0,4.891100725401066,3.367295829986474,88253.00000000001
2016-11,Georgia,19019.0,18011.0,16759.0,556.0,803.0,7.0,12.100000000000023,0.0,7.417039715729299,1467.6000000000001,8.0,0.0,0.0,58723.0
2016-11,Guam,0.0,125.20000000000005,205.8,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.8000000000002
2016-11,Hawaii,1347.0,125.20000000000005,205.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.8000000000002
2016-11,Kentucky,26413.7,12847.0,14844.0,329.0,640.0,9.0,9.0,0.0,7.417039715729299,1467.6000000000001,7.0,1.6094379124341003,1.0986122886681098,88253.00000000001
2016-11,Maine,533.0,4135.0,5097.0,283.0,196.0,1.0,2.0,0.0,4.382026634673881,156.0,4.0,2.1972245773362196,2.1972245773362196,10506.0
2016-11,Mariana Islands,0.0,125.20000000000005,205.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.8000000000002
2016-11,Minnesota,26413.7,12338.0,15597.0,907.0,444.0,2.0,0.0,0.0,5.407171771460119,440.0,10.0,2.8903717578961645,2.1972245773362196,62666.0
2016-11,Mississippi,2052.0,9382.0,13481.0,356.0,528.0,12.0,12.100000000000023,0.0,7.220373836723949,1467.6000000000001,10.0,0.0,0.0,29113.0
2016-11,Missouri,1504.0,23719.0,17932.8,1473.0,973.4000000000001,3.0,10.0,1.0,7.1098794630722715,1467.6000000000001,10.0,4.605170185988092,1.9459101490553132,57501.0
2016-11,Nevada,2595.0,6338.0,4291.0,352.0,436.0,0.0,0.0,0.0,5.762051382780177,146.0,0.0,0.0,0.0,14476.0
2016-11,New Jersey,0.0,5398.0,5720.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11317.0
2016-11,New Mexico,1019.0,6153.0,6034.0,490.0,356.0,5.0,4.0,0.0,6.0867747269123065,565.0,8.0,3.7376696182833684,0.0,15116.0
2016-11,North Dakota,720.0,1827.0,3546.0,104.0,98.0,1.0,0.0,0.0,3.8501476017100584,151.0,0.0,0.0,0.0,6494.0
2016-11,Oregon,831.0,17013.0,15711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33555.0
2016-11,Puerto Rico,0.0,1323.0,205.8,26.0,34.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1590.0
2016-11,South Dakota,1501.0,3456.0,5677.0,374.0,209.0,2.0,2.0,0.0,4.990432586778736,253.0,1.0,0.0,0.0,11622.0
2016-11,Texas,23199.0,28476.000000000004,17932.8,1508.4000000000003,973.4000000000001,12.0,12.100000000000023,1.0,7.417039715729299,1467.6000000000001,10.0,3.8918202981106265,0.6931471805599453,88253.00000000001
2016-11,Vermont,0.0,1342.0,1975.0,109.0,73.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3503.0
2016-11,Virgin Islands,54.0,125.20000000000005,205.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.8000000000002
2016-11,Virginia,695.0,28476.000000000004,17932.8,1298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,58362.0
2016-11,Wisconsin,26413.7,17580.0,17932.8,883.0,34.0,0.0,0.0,1.0,4.844187086458591,477.0,9.0,3.4965075614664802,3.295836866004329,65277.0
2016-10,Alabama,22979.0,7757.0,8865.0,403.0,429.0,10.0,12.0,1.0,7.221835825288449,1419.0,7.0,0.0,0.0,43251.0
2016-10,Alaska,336.0,3906.0,3949.0,347.0,274.0,6.0,8.0,0.0,5.556828061699537,265.0,0.0,3.091042453358316,2.3978952727983707,9383.0
2016-10,California,26413.7,28476.000000000004,17932.8,1508.4000000000003,0.0,0.0,0.0,0.0,6.226536669287466,534.0,6.0,0.0,0.0,88253.00000000001
2016-10,Colorado,4751.0,20343.0,16962.0,1508.4000000000003,973.4000000000001,0.0,0.0,0.0,0.0,0.0,0.0,4.891100725401066,3.367295829986474,45337.0
2016-10,Connecticut,6827.0,6374.0,2698.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16048.0
2016-10,Delaware,1317.0,2070.0,2082.0,119.0,107.0,1.0,4.0,0.0,3.332204510175204,26.0,3.0,0.0,0.0,5757.0
2016-10,District of Columbia,0.0,125.20000000000005,205.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.8000000000002
2016-10,Georgia,17189.0,13799.0,12262.0,592.0,664.0,12.0,12.100000000000023,1.0,7.417039715729299,1467.6000000000001,10.0,0.0,0.0,48308.0
2016-10,Guam,0.0,127.0,205.8,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.8000000000002
2016-10,Hawaii,1268.0,125.20000000000005,205.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,1.0986122886681098,1424.8000000000002
2016-10,Idaho,2895.0,3913.0,5787.0,270.0,208.0,1.0,6.0,0.0,5.849324779946859,688.0,5.0,3.295836866004329,2.5649493574615367,14160.0
2016-10,Kentucky,26413.7,10111.0,10030.0,354.0,519.0,10.0,9.0,0.0,7.416378479192928,1467.6000000000001,3.0,0.6931471805599453,0.0,88253.00000000001
2016-10,Maine,567.0,4320.0,6926.0,319.0,435.0,0.0,0.0,0.0,4.653960350157523,260.0,1.0,2.302585092994046,2.302585092994046,12954.0
2016-10,Mariana Islands,0.0,125.20000000000005,205.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.8000000000002
2016-10,Minnesota,26413.7,11394.0,17932.8,1024.0,511.0,1.0,2.0,0.0,5.3471075307174685,667.0,10.0,2.1972245773362196,2.1972245773362196,70854.0
2016-10,Mississippi,2004.0,7564.0,8323.0,350.0,406.0,12.0,12.100000000000023,1.0,7.187657164114956,1399.0,7.0,0.0,0.0,21433.0
2016-10,Nevada,1726.0,5614.0,3471.0,350.0,378.0,0.0,0.0,0.0,5.796057750765372,154.0,1.0,0.6931471805599453,0.0,12026.0
2016-10,New Jersey,0.0,5391.0,4567.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10175.0
2016-10,New Mexico,883.0,5449.0,4826.0,470.0,282.0,7.0,5.0,0.0,6.075346031088684,676.0,7.0,3.8918202981106265,0.0,13089.0
2016-10,North Dakota,676.0,1674.0,4451.0,125.0,113.0,0.0,7.0,0.0,4.143134726391533,174.0,0.0,0.0,0.0,7283.0
2016-10,Oregon,787.0,14749.0,13412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28948.0
2016-10,Puerto Rico,0.0,1165.0,205.8,40.0,25.0,0.0,0.0,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,1429.0
2016-10,South Dakota,1629.0,3127.0,6859.0,368.0,242.0,3.0,2.0,0.0,4.875197323201151,308.0,1.0,0.0,0.0,12670.0
2016-10,Texas,26413.7,28476.000000000004,17932.8,1508.4000000000003,973.4000000000001,12.0,12.100000000000023,1.0,7.417039715729299,1467.6000000000001,10.0,3.58351893845611,0.0,88253.00000000001
2016-10,Vermont,0.0,1485.0,2099.0,99.0,84.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3769.0
2016-10,Virgin Islands,37.0,125.20000000000005,205.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.8000000000002
2016-10,Virginia,816.0,24337.0,17932.8,1269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.0986122886681098,46862.0
2016-10,West Virginia,1937.0,6721.0,7737.0,353.0,405.0,12.0,12.100000000000023,0.0,6.982862751468942,1467.6000000000001,1.0,1.9459101490553132,0.0,20035.0
2016-10,Wisconsin,26413.7,15514.0,17376.0,946.0,52.0,0.0,0.0,1.0,5.017279836814924,351.0,10.0,3.5263605246161616,3.2188758248682006,63442.0
2016-09,Alabama,22014.0,7125.0,8449.0,319.0,372.0,12.0,12.100000000000023,0.0,7.329093736246592,1467.6000000000001,10.0,0.0,0.0,41336.0
2016-09,Alaska,306.0,2654.0,3126.0,180.0,181.0,4.0,5.0,0.0,5.262690188904886,187.0,1.0,2.9444389791664403,2.3978952727983707,6867.0
2016-09,California,26413.7,28476.000000000004,17932.8,1508.4000000000003,0.0,0.0,0.0,0.0,6.375024819828097,509.0,9.0,0.0,0.0,88253.00000000001
2016-09,Colorado,5593.0,17390.0,14521.0,1143.0,973.4000000000001,0.0,0.0,0.0,0.0,0.0,0.0,4.891100725401066,3.367295829986474,40013.0
2016-09,Delaware,291.0,1759.0,1894.0,76.0,84.0,3.0,1.0,0.0,3.5263605246161616,16.0,2.0,0.0,0.0,4160.0
2016-09,District of Columbia,0.0,125.20000000000005,205.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.8000000000002
2016-09,Georgia,14745.0,12258.0,9766.0,456.0,513.0,12.0,12.100000000000023,1.0,7.417039715729299,1467.6000000000001,10.0,0.0,0.0,41621.0
2016-09,Guam,0.0,125.20000000000005,205.8,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.8000000000002
2016-09,Hawaii,1237.0,125.20000000000005,205.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.791759469228055,1424.8000000000002
2016-09,Idaho,2726.0,3124.0,5230.0,234.0,211.0,1.0,8.0,0.0,5.799092654460526,698.0,3.0,3.713572066704308,1.6094379124341003,12611.0
2016-09,Kentucky,26413.7,8917.0,8172.0,257.0,590.0,8.0,10.0,1.0,7.417039715729299,1467.6000000000001,2.0,1.3862943611198906,0.0,88253.00000000001
2016-09,Maine,660.0,3841.0,5203.0,222.0,298.0,0.0,0.0,0.0,4.74493212836325,188.0,1.0,2.772588722239781,1.791759469228055,10550.0
2016-09,Mariana Islands,0.0,125.20000000000005,205.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.8000000000002
2016-09,Minnesota,26413.7,9548.0,16213.0,695.0,413.0,4.0,3.0,0.0,5.54907608489522,554.0,10.0,2.3978952727983707,1.3862943611198906,58507.0
2016-09,Mississippi,2554.0,6904.0,6592.0,276.0,377.0,12.0,12.100000000000023,0.0,7.312553498102598,1445.0,6.0,0.0,0.0,19705.0
2016-09,Missouri,2907.0,17808.0,15528.0,1323.0,949.0,11.0,10.0,0.0,7.2399325913204695,1348.0,5.0,4.891100725401066,2.8903717578961645,41437.0
2016-09,Nevada,2386.0,4281.0,2764.0,262.0,272.0,0.0,1.0,0.0,5.713732805509369,165.0,0.0,0.0,0.0,10434.0
2016-09,New Jersey,0.0,5249.0,3864.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9309.0
2016-09,New Mexico,927.0,4793.0,4277.0,368.0,286.0,6.0,6.0,1.0,6.2422232654551655,653.0,2.0,3.5263605246161616,0.0,11867.0
2016-09,North Dakota,819.0,1273.0,3381.0,99.0,84.0,0.0,2.0,0.0,4.174387269895637,159.0,1.0,0.0,0.0,5883.0
2016-09,Oklahoma,0.0,9638.0,10003.0,860.0,819.0,12.0,12.100000000000023,0.0,7.417039715729299,1467.6000000000001,6.0,0.0,0.0,25309.0
2016-09,Puerto Rico,0.0,1110.0,213.0,28.0,24.0,0.0,0.0,0.0,1.791759469228055,2.0,0.0,0.0,0.0,1424.8000000000002
2016-09,South Carolina,10337.0,8725.0,7088.0,483.0,352.0,7.0,9.0,1.0,6.990256500493881,857.0,6.0,3.4965075614664802,1.3862943611198906,28988.0
2016-09,South Dakota,1335.0,2530.0,4663.0,178.0,179.0,2.0,1.0,0.0,4.955827057601261,254.0,0.0,0.0,0.0,9284.0
2016-09,Texas,26413.7,28476.000000000004,17932.8,1508.4000000000003,973.4000000000001,12.0,12.100000000000023,1.0,7.417039715729299,1467.6000000000001,10.0,3.4657359027997265,0.6931471805599453,88253.00000000001
2016-09,Vermont,0.0,1233.0,1701.0,96.0,96.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3130.0
2016-09,Virgin Islands,42.0,125.20000000000005,205.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.8000000000002
2016-09,Virginia,804.0,20325.0,16687.0,954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0794415416798357,0.0,38779.0
2016-08,Alaska,183.0,2725.0,3484.0,183.0,202.0,6.0,2.0,0.0,5.241747015059643,183.0,1.0,3.1780538303479458,2.4849066497880004,7194.0
2016-08,California,26413.7,28476.000000000004,17932.8,1508.4000000000003,0.0,0.0,0.0,0.0,6.326149473155099,580.0,10.0,0.0,0.0,88253.00000000001
2016-08,Colorado,6238.0,18116.0,14054.0,1204.0,973.4000000000001,0.0,0.0,0.0,0.0,0.0,0.0,4.891100725401066,3.367295829986474,40996.0
2016-08,District of Columbia,2.0,125.20000000000005,205.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.8000000000002
2016-08,Guam,0.0,125.20000000000005,205.8,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.8000000000002
2016-08,Hawaii,1298.0,125.20000000000005,205.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,1.3862943611198906,1424.8000000000002
2016-08,Maine,615.0,3294.0,3546.0,239.0,172.0,0.0,0.0,0.0,4.9344739331306915,178.0,1.0,2.1972245773362196,2.0794415416798357,8204.0
2016-08,Mariana Islands,0.0,125.20000000000005,205.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.8000000000002
2016-08,Mississippi,2524.0,11193.0,9085.0,412.0,600.0,12.0,12.100000000000023,0.0,7.208600337960199,1124.0,9.0,0.0,0.0,26351.0
2016-08,Nevada,2256.0,4676.0,2629.0,246.0,274.0,0.0,0.0,0.0,5.713732805509369,136.0,0.0,0.0,0.0,10520.0
2016-08,New Jersey,0.0,5541.0,3962.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9728.0
2016-08,North Dakota,1216.0,1284.0,2601.0,92.0,69.0,1.0,0.0,0.0,4.143134726391533,130.0,1.0,0.0,0.0,5461.0
2016-08,Puerto Rico,0.0,1073.0,234.0,21.0,24.0,2.0,2.0,0.0,2.3978952727983707,3.0,0.0,0.0,0.0,1424.8000000000002
2016-08,South Carolina,13000.0,8828.0,6906.0,494.0,330.0,4.0,7.0,0.0,6.92461239604856,743.0,10.0,3.5553480614894135,1.3862943611198906,31389.0
2016-08,South Dakota,1259.0,2387.0,3559.0,202.0,133.0,0.0,0.0,0.0,4.927253685157205,192.0,0.0,0.0,0.0,7873.0
2016-08,Vermont,0.0,1269.0,1296.0,108.0,47.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2724.0
2016-08,Virgin Islands,55.0,125.20000000000005,205.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.8000000000002
2016-08,Virginia,776.0,21108.0,15802.0,978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,38667.0
